station_abbr,station_name,station_canton,station_wigos_id,station_type_de,station_type_fr,station_type_it,station_type_en,station_dataowner,station_data_since,station_height_masl,station_height_barometer_masl,station_coordinates_lv95_east,station_coordinates_lv95_north,station_coordinates_wgs84_lat,station_coordinates_wgs84_lon,station_exposition_de,station_exposition_fr,station_exposition_it,station_exposition_en,station_url_de,station_url_fr,station_url_it,station_url_en,station_id,nb_jours_observes,cumul_septembre_2025_mm,moyenne_quotidienne_mm
MAL,Malbun,FL,0-756-0-MAL,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.02.1974,1610,NA,2764703,1219184,47.103161,9.608608,Westhang,Versant ouest,Versante occidentale,western oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MAL,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MAL,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MAL,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MAL,MAL,30,131.4,4.38
MAT,Martina,GR,0-756-0-MAT,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1901,1041,NA,2830465,1196986,46.884011,10.463031,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MAT,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MAT,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MAT,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MAT,MAT,30,65.6,2.19
MEV,Mervelier,JU,0-756-0-MEV,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1906,540,NA,2603884,1243975,47.346619,7.490042,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MEV,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MEV,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MEV,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MEV,MEV,30,158.5,5.28
MGL,Magglingen,BE,0-756-0-MGL,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1959,883,NA,2583037,1221116,47.1408,7.215022,Südosthang,Versant sud-est,Versante sud-orientale,south-eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MGL,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MGL,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MGL,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MGL,MGL,30,156.5,5.22
MMO,Mormont,JU,0-756-0-MMO,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1889,535,NA,2569727,1254224,47.438111,7.037333,Südosthang,Versant sud-est,Versante sud-orientale,south-eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MMO,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MMO,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MMO,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MMO,MMO,30,130,4.33
MSG,Mosogno,TI,0-756-0-MSG,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1901,775,NA,2692799,1117054,46.198544,8.640861,Südhang,Versant sud,Versante meridionale,southern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MSG,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MSG,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MSG,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MSG,MSG,30,350.4,11.68
MUR,"Muri, AG",AG,0-756-0-MUR,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1864,577,NA,2667277,1235323,47.265381,8.327608,Osthang,Versant est,Versante orientale,eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=MUR,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=MUR,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=MUR,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=MUR,MUR,30,145,4.83
NEB,Nesselboden,SO,0-756-0-NEB,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,1055,NA,2605295,1232697,47.245169,7.508581,Südhang,Versant sud,Versante meridionale,southern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=NEB,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=NEB,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=NEB,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=NEB,NEB,30,163.5,5.45
OBI,Oberiberg,SZ,0-756-0-OBI,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.10.1883,1075,NA,2701842,1210464,47.037383,8.778656,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=OBI,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=OBI,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=OBI,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=OBI,OBI,30,156.4,5.21
OED,Ehrendingen,AG,0-756-0-OED,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,428,NA,2667833,1262320,47.508125,8.339047,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=OED,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=OED,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=OED,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=OED,OED,30,112.8,3.76
OPF,Opfikon,ZH,0-756-0-OPF,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1973,424,NA,2684615,1254698,47.437633,8.560339,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=OPF,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=OPF,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=OPF,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=OPF,OPF,30,110.1,3.67
ORS,Orsières,VS,0-756-0-ORS,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1901,929,NA,2577021,1096695,46.021411,7.141919,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=ORS,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=ORS,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=ORS,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=ORS,ORS,30,75.8,2.53
REM,Rempen,SZ,0-756-0-REM,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1969,650,NA,2710611,1221850,47.138378,8.896797,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=REM,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=REM,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=REM,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=REM,REM,30,187.8,6.26
ROG,Rossberg,SZ,0-756-0-ROG,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,11.09.2012,1129,NA,2684238,1214223,47.073664,8.547761,Nordosthang,Versant nord-est,Versante nord-orientale,north-eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=ROG,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=ROG,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=ROG,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=ROG,ROG,30,237.8,7.93
ROM,Romont,FR,0-756-0-ROM,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,07.09.1882,692,NA,2561476,1172622,46.703694,6.934894,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=ROM,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=ROM,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=ROM,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=ROM,ROM,30,131.7,4.39
ROT,Rothenbrunnen,GR,0-756-0-ROT,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,620,NA,2751221,1181292,46.765636,9.418467,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=ROT,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=ROT,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=ROT,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=ROT,ROT,30,108.3,3.61
SAI,Saignelégier,JU,0-756-0-SAI,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1901,883,NA,2565349,1234101,47.256906,6.980856,Nordhang,Versant nord,Versante settentrionale,northern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=SAI,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=SAI,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=SAI,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=SAI,SAI,30,147.1,4.9
SAN,St. Antönien,GR,0-756-0-SAN,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,1456,NA,2781635,1205103,46.972131,9.825917,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=SAN,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=SAN,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=SAN,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=SAN,SAN,30,114.7,3.82
SAP,Safien Platz,GR,0-756-0-SAP,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1901,1296,NA,2743557,1171437,46.678703,9.315078,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=SAP,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=SAP,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=SAP,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=SAP,SAP,30,157.7,5.26
SAX,Salez / Saxerriet,SG,0-756-0-SAX,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,436,NA,2755559,1233374,47.232961,9.493086,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=SAX,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=SAX,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=SAX,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=SAX,SAX,30,100.6,3.35
SIE,Siebnen,SZ,0-756-0-SIE,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,452,NA,2710822,1225538,47.171511,8.900483,Nordhang,Versant nord,Versante settentrionale,northern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=SIE,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=SIE,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=SIE,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=SIE,SIE,30,155.9,5.2
SIH,Sihlbrugg,ZG,0-756-0-SIH,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1961,549,NA,2686319,1230586,47.220561,8.578283,Südosthang,Versant sud-est,Versante sud-orientale,south-eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=SIH,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=SIH,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=SIH,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=SIH,SIH,30,183.2,6.11
SNG,Seengen,AG,0-756-0-SNG,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,"Kt. AG, Hydrometrie",01.01.1951,445,NA,2656680,1242100,47.327328,8.18845,Muldenlage,Dépression,Depressione,basin,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=SNG,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=SNG,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=SNG,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=SNG,SNG,30,120.8,4.03
SOG,Soglio,GR,0-756-0-SOG,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.02.1884,1088,NA,2761418,1134510,46.342567,9.535533,Südhang,Versant sud,Versante meridionale,southern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=SOG,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=SOG,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=SOG,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=SOG,SOG,30,207,6.9
STB,Starkenbach,SG,0-756-0-STB,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.08.1898,897,NA,2737314,1227576,47.184867,9.250447,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=STB,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=STB,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=STB,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=STB,STB,30,129.2,4.31
STP,Stöckalp,OW,0-756-0-STP,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1969,1070,NA,2664321,1183550,46.8,8.281203,Nordosthang,Versant nord-est,Versante nord-orientale,north-eastern oriented slope,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=STP,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=STP,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=STP,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=STP,STP,30,195,6.5
SUA,Schaan,FL,0-756-0-SUA,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1969,444,NA,2755511,1228260,47.186989,9.490686,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=SUA,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=SUA,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=SUA,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=SUA,SUA,30,81.5,2.72
SUS,Susch,GR,0-756-0-SUS,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1901,1416,NA,2802003,1181593,46.754883,10.083011,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=SUS,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=SUS,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=SUS,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=SUS,SUS,30,69.8,2.33
SVG,Savognin,GR,0-756-0-SVG,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.02.1892,1172,NA,2765388,1162663,46.594753,9.597142,Tal,Vallée,Valle,valley,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=SVG,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=SVG,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=SVG,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=SVG,SVG,30,122.1,4.07
THS,Thusis,GR,0-756-0-THS,Automatische Niederschlagsstationen - Messwerte,Stations pluviométriques automatiques - Valeurs mesurées,Stazioni pluviometriche automatiche - Valori misurati,Automatic precipitation stations - Measurement values,MeteoSchweiz,01.01.1892,672,NA,2753156,1175089,46.709411,9.441711,Ebene,Plaine,Pianura,plain,https://www.meteoschweiz.admin.ch/service-und-publikationen/applikationen/messwerte-und-messnetze.html#param=messnetz-automatisch&station=THS,https://www.meteosuisse.admin.ch/services-et-publications/applications/valeurs-mesurees-et-reseaux-de-mesure.html#param=messnetz-automatisch&station=THS,https://www.meteosvizzera.admin.ch/servizi-e-pubblicazioni/applicazioni/valori-attuali-e-reti-di-misura.html#param=messnetz-automatisch&station=THS,https://www.meteoswiss.admin.ch/services-and-publications/applications/measurement-values-and-measuring-networks.html#param=messnetz-automatisch&station=THS,THS,30,127.1,4.24
